tweet,subtask_a,subtask_b,subtask_c
@Dev_Fadnavis नगर जिल्ह्यात शेवगाव एसटी आगारात(डेपो )कार्यरत होते! दिलीप खटके यांनी आत्महत्या केली..!आतापर्यंत 28 ए… https://t.co/U6R1oGLLv2,,,
"@NCPspeaks @nawabmalikncp @PawarSpeaks
@Jayant_R_Patil
आधी देशमुखाचा पण हिशेब करा महाभकास वसुली गॅंग.
तुमच्या पवार… https://t.co/OzMqAOiVzl",,,
@DattaPatil4880 @Clyde_Crasto @NCPspeaks @nawabmalikncp @UrmilaMatondkar @Marathi_Rash @SanjayJog7 @TV9Marathi… https://t.co/9hsbdF8jTQ,,,
"डोळ्यात पाणी आलं पाहून..
बाळासाहेबांच्या नालायक औलादीला शाहरुखच्या मुलाला जामीन मिळवणं महत्वाचं वाटतं. सामान्य मा… https://t.co/r3F5ljZJJ0",,,
एसटी कर्मचाऱ्यांची हाल जर सरकारला दिसत नसेल तर सरकार त्या लायकीची नाही आहे स्वतःचे खिसे गरम करण्यात व्यस्त असलेली स… https://t.co/XD7IBggPV3,,,
"ऐन दिवाळीच्या तोंडावर ST कर्मचारी दिलीप खटके यांची आत्महत्या मनाला वेदना देणारी आहे, या नालायक सरकारला अजून किती मा… https://t.co/Uda9XiSoE1",,,
@Diganta81339790 @TheSameerW काय नालायक माणूस आहे हा।दादागिरी करतो आहे खुशाल मारतो आहे,,,
@AkshayJoshiBJP @luckyschawla ह्यांना शिवी देणं गरजेचं आहे. नालायक कुठले!!! 😡,,,
RT @ravibhagwat14: नालायक सरकार ला शेण खाऊ घातलं पाहिजे आता,,,
@TV9Marathi महाविकास आघाडी सरकारची कारकीर्द नक्कीच ऐतिहासिक ठरेल. एका पेक्षा एक नालायक आणि भ्रष्टाचारी मंत्री. अरे… https://t.co/4PKr11Sqop,,,
@meNeeleshNRane महाविकास आघाडी सरकारची कारकीर्द नक्कीच ऐतिहासिक ठरेल. एका पेक्षा एक नालायक आणि भ्रष्टाचारी मंत्री.… https://t.co/sxzzlQs3KZ,,,
@INCMP काँग्रेस नालायक पक्ष आहे,,,
नालायक सरकार ला शेण खाऊ घातलं पाहिजे आता https://t.co/HDuHuCb4xZ,,,
@KaduAmol इकडे एसटी चे वाहक आत्महत्या करतायत हे नालायक मराठी मीडिया त्या आर्यन खान च ढुंगण धुण्यात खुश आहेत.,,,
@RahulGandhi माकड तोंड्या रावल्या तू दादा आहे नालायक वाणी काही पण बोलत जाऊ नको पाकिस्तान तिकडं आणि दुसऱ्यांना असं नाक नको कुठला जाऊ कुठे पण,,,
@Ankita_Shah8 तुमच्यासारख्या नालायक लोकांनी यांना चढवून ठेवलं आहे. एक दिवस तुमच्या बुडाला आग लागू दे मग कळेल,,,
@abpmajhatv @IndologyMemes तुम्हाला लाज वाटायला पाहिजे त्या नालायक आर्यन खान साठी जीव काढता पण जे महत्वाचं आहे ते… https://t.co/nLUsWoElBy,,,
"@abpmajhatv जेव्हा सरकार नशेडी च्या नालायक मुला ला वचविन्या साठि पूर्ण ताकद लावते तेव्हा गरीबांचे हेच हाल होणार
पन… https://t.co/wdjn6Km5Lc",,,
@nawabmalikncp महाविकास आघाडी सरकारची कारकीर्द नक्कीच ऐतिहासिक ठरेल. एका पेक्षा एक नालायक आणि भ्रष्टाचारी मंत्री. अ… https://t.co/WXQE7FiIjN,,,
